dataset,family,horizon,metric,delta,wins,ties,n_origins,improved_fraction
macro_crypto,route_vs_dlinear,9,mse,6.955519927088733e-06,90,0,164,0.5487804878048781
macro_crypto,route_vs_dlinear,9,mae,-0.0004138285067023303,80,0,164,0.4878048780487805
macro_crypto,route_vs_dlinear,9,mape,-0.03796411738836101,80,0,164,0.4878048780487805
macro_crypto,route_vs_dlinear,10,mse,0.00011082555084162303,114,0,164,0.6951219512195121
macro_crypto,route_vs_dlinear,10,mae,0.0016102811427620373,92,0,164,0.5609756097560976
macro_crypto,route_vs_dlinear,10,mape,0.1659652103220362,92,0,164,0.5609756097560976
macro_crypto,route_vs_dlinear,11,mse,3.716506365320443e-05,96,0,164,0.5853658536585366
macro_crypto,route_vs_dlinear,11,mae,1.4367626934516721e-05,80,0,164,0.4878048780487805
macro_crypto,route_vs_dlinear,11,mape,0.009165750237233669,80,0,164,0.4878048780487805
macro_crypto,route_vs_dlinear,12,mse,-5.502626432174292e-05,68,0,164,0.4146341463414634
macro_crypto,route_vs_dlinear,12,mae,-0.001908095508086972,67,0,164,0.40853658536585363
macro_crypto,route_vs_dlinear,12,mape,-0.18257768972220204,67,0,164,0.40853658536585363
macro_crypto,route_vs_dlinear,13,mse,4.0093132398243536e-05,112,0,164,0.6829268292682927
macro_crypto,route_vs_dlinear,13,mae,0.0006663942240118014,88,0,164,0.5365853658536586
macro_crypto,route_vs_dlinear,13,mape,0.06081915254039772,88,0,164,0.5365853658536586
macro_crypto,route_vs_dlinear,14,mse,-2.747114652597497e-05,77,0,164,0.4695121951219512
macro_crypto,route_vs_dlinear,14,mae,-0.000547944772534254,73,0,164,0.4451219512195122
macro_crypto,route_vs_dlinear,14,mape,-0.062129770190810514,73,0,164,0.4451219512195122
macro_crypto,route_vs_dlinear,15,mse,-3.118640563999012e-05,86,0,164,0.524390243902439
macro_crypto,route_vs_dlinear,15,mae,-0.0007129005058024956,80,0,164,0.4878048780487805
macro_crypto,route_vs_dlinear,15,mape,-0.07478961873531206,80,0,164,0.4878048780487805
macro_crypto,route_vs_dlinear,16,mse,-4.883598686234165e-05,76,0,164,0.4634146341463415
macro_crypto,route_vs_dlinear,16,mae,-0.0009697818659185394,73,0,164,0.4451219512195122
macro_crypto,route_vs_dlinear,16,mape,-0.09426163426932013,73,0,164,0.4451219512195122
macro_crypto,route_vs_dlinear,17,mse,2.5368232735779015e-05,97,0,164,0.5914634146341463
macro_crypto,route_vs_dlinear,17,mae,0.0002520877898223999,90,0,164,0.5487804878048781
macro_crypto,route_vs_dlinear,17,mape,0.03292909006152104,90,0,164,0.5487804878048781
macro_crypto,route_vs_dlinear,18,mse,1.4125789887998172e-05,92,0,164,0.5609756097560976
macro_crypto,route_vs_dlinear,18,mae,8.347073221593773e-07,84,0,164,0.5121951219512195
macro_crypto,route_vs_dlinear,18,mape,0.008689329185098401,84,0,164,0.5121951219512195
macro_crypto,route_vs_dlinear,19,mse,8.792873682334624e-05,129,0,164,0.7865853658536586
macro_crypto,route_vs_dlinear,19,mae,0.0019053540578702602,104,0,164,0.6341463414634146
macro_crypto,route_vs_dlinear,19,mape,0.19129859190084791,104,0,164,0.6341463414634146
macro_crypto,route_vs_dlinear,20,mse,0.00021579620084381248,113,0,164,0.6890243902439024
macro_crypto,route_vs_dlinear,20,mae,0.003382899654590017,109,0,164,0.6646341463414634
macro_crypto,route_vs_dlinear,20,mape,0.35245668963904864,109,0,164,0.6646341463414634
macro_crypto,route_vs_dlinear,21,mse,0.00011943295259451652,109,0,164,0.6646341463414634
macro_crypto,route_vs_dlinear,21,mae,0.0026902501902929163,106,0,164,0.6463414634146342
macro_crypto,route_vs_dlinear,21,mape,0.2796449206743532,106,0,164,0.6463414634146342
macro_crypto,route_vs_dlinear,22,mse,0.00039218591319464965,131,0,164,0.7987804878048781
macro_crypto,route_vs_dlinear,22,mae,0.005935165213375556,125,0,164,0.7621951219512195
macro_crypto,route_vs_dlinear,22,mape,0.6123932258319195,125,0,164,0.7621951219512195
macro_crypto,route_vs_dlinear,23,mse,0.00019579957601119458,129,0,164,0.7865853658536586
macro_crypto,route_vs_dlinear,23,mae,0.0037290126812167283,117,0,164,0.7134146341463414
macro_crypto,route_vs_dlinear,23,mape,0.3818981285016779,117,0,164,0.7134146341463414
macro_crypto,route_vs_dlinear,24,mse,0.0003071256509503106,143,0,164,0.8719512195121951
macro_crypto,route_vs_dlinear,24,mae,0.00507116899257753,122,0,164,0.7439024390243902
macro_crypto,route_vs_dlinear,24,mape,0.5012511275943461,122,0,164,0.7439024390243902
macro_crypto,semantic_vs_arm90,1,mse,-1.076244091341627e-06,57,0,164,0.3475609756097561
macro_crypto,semantic_vs_arm90,1,mae,-7.395291021670512e-05,66,0,164,0.4024390243902439
macro_crypto,semantic_vs_arm90,1,mape,-0.007249714524518797,66,0,164,0.4024390243902439
macro_crypto,semantic_vs_arm90,2,mse,-5.505495519278637e-06,38,0,164,0.23170731707317074
macro_crypto,semantic_vs_arm90,2,mae,-0.00015336935899061289,56,0,164,0.34146341463414637
macro_crypto,semantic_vs_arm90,2,mape,-0.01508591259412025,56,0,164,0.34146341463414637
macro_crypto,semantic_vs_arm90,3,mse,-2.7079780075489228e-06,71,0,164,0.4329268292682927
macro_crypto,semantic_vs_arm90,3,mae,-9.494520783767363e-05,73,0,164,0.4451219512195122
macro_crypto,semantic_vs_arm90,3,mape,-0.009063176232273032,73,0,164,0.4451219512195122
macro_crypto,semantic_vs_arm90,4,mse,-1.361521457240649e-06,64,0,164,0.3902439024390244
macro_crypto,semantic_vs_arm90,4,mae,-6.569171870170349e-05,75,0,164,0.4573170731707317
macro_crypto,semantic_vs_arm90,4,mape,-0.006225504094327587,75,0,164,0.4573170731707317
macro_crypto,semantic_vs_arm90,5,mse,-1.0164531082893987e-05,40,0,164,0.24390243902439024
macro_crypto,semantic_vs_arm90,5,mae,-0.00021567418058263222,55,0,164,0.3353658536585366
macro_crypto,semantic_vs_arm90,5,mape,-0.02171846892482163,55,0,164,0.3353658536585366
macro_crypto,semantic_vs_arm90,6,mse,-1.1545139734222933e-05,31,0,164,0.18902439024390244
macro_crypto,semantic_vs_arm90,6,mae,-0.0002949440893773479,40,0,164,0.24390243902439024
macro_crypto,semantic_vs_arm90,6,mape,-0.030213095723689725,40,0,164,0.24390243902439024
macro_crypto,semantic_vs_arm90,7,mse,-1.3700392706415412e-05,28,0,164,0.17073170731707318
macro_crypto,semantic_vs_arm90,7,mae,-0.00034976337554312617,43,0,164,0.2621951219512195
macro_crypto,semantic_vs_arm90,7,mape,-0.034621964950458065,43,0,164,0.2621951219512195
macro_crypto,semantic_vs_arm90,8,mse,-7.0550195643771495e-06,47,0,164,0.2865853658536585
macro_crypto,semantic_vs_arm90,8,mae,-0.00019451600511387714,50,0,164,0.3048780487804878
macro_crypto,semantic_vs_arm90,8,mape,-0.01914474223615031,50,0,164,0.3048780487804878
macro_crypto,semantic_vs_arm90,9,mse,-8.751175693170246e-06,40,0,164,0.24390243902439024
macro_crypto,semantic_vs_arm90,9,mae,-0.0002568658909755083,49,0,164,0.29878048780487804
macro_crypto,semantic_vs_arm90,9,mape,-0.025387497788870637,49,0,164,0.29878048780487804
macro_crypto,semantic_vs_arm90,10,mse,-2.187496301087416e-05,15,0,164,0.09146341463414634
macro_crypto,semantic_vs_arm90,10,mae,-0.0005938539246778071,27,0,164,0.16463414634146342
macro_crypto,semantic_vs_arm90,10,mape,-0.05906453364949708,27,0,164,0.16463414634146342
macro_crypto,semantic_vs_arm90,11,mse,-1.3743232484940913e-05,34,0,164,0.2073170731707317
macro_crypto,semantic_vs_arm90,11,mae,-0.00029668087254962745,54,0,164,0.32926829268292684
macro_crypto,semantic_vs_arm90,11,mape,-0.02963712261256114,54,0,164,0.32926829268292684
macro_crypto,semantic_vs_arm90,12,mse,-7.195786429304059e-06,56,0,164,0.34146341463414637
macro_crypto,semantic_vs_arm90,12,mae,-0.00019931334655774548,60,0,164,0.36585365853658536
macro_crypto,semantic_vs_arm90,12,mape,-0.019928232061855043,60,0,164,0.36585365853658536
macro_crypto,semantic_vs_arm90,13,mse,-2.622382555849219e-05,39,0,164,0.23780487804878048
macro_crypto,semantic_vs_arm90,13,mae,-0.0004943058737837543,50,0,164,0.3048780487804878
macro_crypto,semantic_vs_arm90,13,mape,-0.0473288566116121,50,0,164,0.3048780487804878
macro_crypto,semantic_vs_arm90,14,mse,-1.9822919792260996e-05,57,0,164,0.3475609756097561
macro_crypto,semantic_vs_arm90,14,mae,-0.000353908668157575,59,0,164,0.3597560975609756
macro_crypto,semantic_vs_arm90,14,mape,-0.033986923865554394,59,0,164,0.3597560975609756
macro_crypto,semantic_vs_arm90,15,mse,-1.5142479072718975e-05,58,0,164,0.35365853658536583
macro_crypto,semantic_vs_arm90,15,mae,-0.00022686209659361617,63,0,164,0.38414634146341464
macro_crypto,semantic_vs_arm90,15,mape,-0.02160888838172167,63,0,164,0.38414634146341464
macro_crypto,semantic_vs_arm90,16,mse,-1.2293544387838023e-05,67,0,164,0.40853658536585363
macro_crypto,semantic_vs_arm90,16,mae,-0.0001885202024584991,67,0,164,0.40853658536585363
macro_crypto,semantic_vs_arm90,16,mape,-0.018875193719605405,67,0,164,0.40853658536585363
macro_crypto,semantic_vs_arm90,17,mse,-1.547146963615813e-05,48,0,164,0.2926829268292683
macro_crypto,semantic_vs_arm90,17,mae,-0.00028603933444917493,52,0,164,0.3170731707317073
macro_crypto,semantic_vs_arm90,17,mape,-0.02913318190528054,52,0,164,0.3170731707317073
macro_crypto,semantic_vs_arm90,18,mse,-2.6539624225097256e-05,48,0,164,0.2926829268292683
macro_crypto,semantic_vs_arm90,18,mae,-0.0003874473524908024,54,0,164,0.32926829268292684
macro_crypto,semantic_vs_arm90,18,mape,-0.04002814779334041,54,0,164,0.32926829268292684
macro_crypto,semantic_vs_arm90,19,mse,-1.6472818363556643e-05,52,0,164,0.3170731707317073
macro_crypto,semantic_vs_arm90,19,mae,-0.00020943908484317403,63,0,164,0.38414634146341464
macro_crypto,semantic_vs_arm90,19,mape,-0.021192409950586407,63,0,164,0.38414634146341464
macro_crypto,semantic_vs_arm90,20,mse,-1.5900573844008055e-05,66,0,164,0.4024390243902439
macro_crypto,semantic_vs_arm90,20,mae,-0.00012575108424200222,66,0,164,0.4024390243902439
macro_crypto,semantic_vs_arm90,20,mape,-0.014398979624352767,66,0,164,0.4024390243902439
macro_crypto,semantic_vs_arm90,21,mse,-2.105789912097704e-05,45,0,164,0.27439024390243905
macro_crypto,semantic_vs_arm90,21,mae,-0.0002911399877003483,53,0,164,0.3231707317073171
macro_crypto,semantic_vs_arm90,21,mape,-0.030864806242932485,53,0,164,0.3231707317073171
macro_crypto,semantic_vs_arm90,22,mse,-2.224085167857323e-05,71,0,164,0.4329268292682927
macro_crypto,semantic_vs_arm90,22,mae,-6.979871259520805e-05,72,0,164,0.43902439024390244
macro_crypto,semantic_vs_arm90,22,mape,-0.0102010867028985,72,0,164,0.43902439024390244
macro_crypto,semantic_vs_arm90,23,mse,-1.1400509357092143e-05,63,0,164,0.38414634146341464
macro_crypto,semantic_vs_arm90,23,mae,-9.759044288453371e-05,65,0,164,0.39634146341463417
macro_crypto,semantic_vs_arm90,23,mape,-0.011325281790168716,65,0,164,0.39634146341463417
macro_crypto,semantic_vs_arm90,24,mse,-1.862281657331098e-05,55,0,164,0.3353658536585366
macro_crypto,semantic_vs_arm90,24,mae,-0.00019467226258546445,63,0,164,0.38414634146341464
macro_crypto,semantic_vs_arm90,24,mape,-0.01975320106511356,63,0,164,0.38414634146341464
macro_equities,route_vs_dlinear,1,mse,6.773777760782963e-05,110,0,117,0.9401709401709402
macro_equities,route_vs_dlinear,1,mae,0.005598050746483001,105,0,117,0.8974358974358975
macro_equities,route_vs_dlinear,1,mape,0.5590034926818227,105,0,117,0.8974358974358975
macro_equities,route_vs_dlinear,2,mse,3.927844438495917e-05,107,0,117,0.9145299145299145
macro_equities,route_vs_dlinear,2,mae,0.0030633029435095283,104,0,117,0.8888888888888888
macro_equities,route_vs_dlinear,2,mape,0.3049031204366453,104,0,117,0.8888888888888888
macro_equities,route_vs_dlinear,3,mse,6.811261513619509e-05,95,0,117,0.811965811965812
macro_equities,route_vs_dlinear,3,mae,0.004288780383574657,94,0,117,0.8034188034188035
macro_equities,route_vs_dlinear,3,mape,0.4258751018429853,94,0,117,0.8034188034188035
macro_equities,route_vs_dlinear,4,mse,8.050349149442055e-05,99,0,117,0.8461538461538461
macro_equities,route_vs_dlinear,4,mae,0.0045190124090580515,93,0,117,0.7948717948717948
macro_equities,route_vs_dlinear,4,mape,0.4480147804830691,93,0,117,0.7948717948717948
macro_equities,route_vs_dlinear,5,mse,5.734025109087592e-05,100,0,117,0.8547008547008547
macro_equities,route_vs_dlinear,5,mae,0.00382920140214795,91,0,117,0.7777777777777778
macro_equities,route_vs_dlinear,5,mape,0.3802709018927798,91,0,117,0.7777777777777778
macro_equities,route_vs_dlinear,6,mse,5.97214991221302e-05,86,0,117,0.7350427350427351
macro_equities,route_vs_dlinear,6,mae,0.004506600378585338,86,0,117,0.7350427350427351
macro_equities,route_vs_dlinear,6,mape,0.4447668701294016,86,0,117,0.7350427350427351
macro_equities,route_vs_dlinear,7,mse,9.804480563497915e-05,107,0,117,0.9145299145299145
macro_equities,route_vs_dlinear,7,mae,0.004124960668406256,99,0,117,0.8461538461538461
macro_equities,route_vs_dlinear,7,mape,0.41189306153534266,99,0,117,0.8461538461538461
macro_equities,route_vs_dlinear,8,mse,1.491225736929818e-06,76,0,117,0.6495726495726496
macro_equities,route_vs_dlinear,8,mae,0.0008188737423671275,71,0,117,0.6068376068376068
macro_equities,route_vs_dlinear,8,mape,0.08105887690104965,71,0,117,0.6068376068376068
macro_equities,route_vs_dlinear,9,mse,5.833249483717834e-05,102,0,117,0.8717948717948718
macro_equities,route_vs_dlinear,9,mae,0.0022355499770226983,91,0,117,0.7777777777777778
macro_equities,route_vs_dlinear,9,mape,0.22366666262354806,91,0,117,0.7777777777777778
macro_equities,route_vs_dlinear,10,mse,7.356085388588242e-05,98,0,117,0.8376068376068376
macro_equities,route_vs_dlinear,10,mae,0.0027133812252272908,83,0,117,0.7094017094017094
macro_equities,route_vs_dlinear,10,mape,0.26898060364535414,83,0,117,0.7094017094017094
macro_equities,route_vs_dlinear,11,mse,4.664404936306548e-05,68,0,117,0.5811965811965812
macro_equities,route_vs_dlinear,11,mae,0.002042463022759158,68,0,117,0.5811965811965812
macro_equities,route_vs_dlinear,11,mape,0.1974251611266492,68,0,117,0.5811965811965812
macro_equities,route_vs_dlinear,12,mse,0.0001178648594800471,108,0,117,0.9230769230769231
macro_equities,route_vs_dlinear,12,mae,0.003809673494083589,99,0,117,0.8461538461538461
macro_equities,route_vs_dlinear,12,mape,0.37942608437106135,99,0,117,0.8461538461538461
macro_equities,route_vs_dlinear,13,mse,3.890085386922982e-05,88,0,117,0.7521367521367521
macro_equities,route_vs_dlinear,13,mae,0.0017793891776321281,80,0,117,0.6837606837606838
macro_equities,route_vs_dlinear,13,mape,0.17571722389022265,80,0,117,0.6837606837606838
macro_equities,route_vs_dlinear,14,mse,3.87011208365438e-05,75,0,117,0.6410256410256411
macro_equities,route_vs_dlinear,14,mae,0.0012969783907941944,69,0,117,0.5897435897435898
macro_equities,route_vs_dlinear,14,mape,0.13350861429978758,69,0,117,0.5897435897435898
macro_equities,route_vs_dlinear,15,mse,1.8224062871009333e-05,73,0,117,0.6239316239316239
macro_equities,route_vs_dlinear,15,mae,0.0011975841644482738,70,0,117,0.5982905982905983
macro_equities,route_vs_dlinear,15,mape,0.11761781904144342,70,0,117,0.5982905982905983
macro_equities,route_vs_dlinear,16,mse,4.124151050060305e-05,75,0,117,0.6410256410256411
macro_equities,route_vs_dlinear,16,mae,0.002128839153170246,75,0,117,0.6410256410256411
macro_equities,route_vs_dlinear,16,mape,0.20945412914743167,75,0,117,0.6410256410256411
macro_equities,route_vs_dlinear,17,mse,3.6456384429660636e-05,81,0,117,0.6923076923076923
macro_equities,route_vs_dlinear,17,mae,0.0015841228330237237,80,0,117,0.6837606837606838
macro_equities,route_vs_dlinear,17,mape,0.16026911045293857,80,0,117,0.6837606837606838
macro_equities,route_vs_dlinear,18,mse,4.935318924202549e-05,84,0,117,0.717948717948718
macro_equities,route_vs_dlinear,18,mae,0.0020866003471222356,78,0,117,0.6666666666666666
macro_equities,route_vs_dlinear,18,mape,0.20828315123677008,78,0,117,0.6666666666666666
macro_equities,route_vs_dlinear,19,mse,6.554063520674022e-05,91,0,117,0.7777777777777778
macro_equities,route_vs_dlinear,19,mae,0.0023519845090360725,81,0,117,0.6923076923076923
macro_equities,route_vs_dlinear,19,mape,0.23365426938759767,81,0,117,0.6923076923076923
macro_equities,route_vs_dlinear,20,mse,0.00014410260929974237,90,0,117,0.7692307692307693
macro_equities,route_vs_dlinear,20,mae,0.004315917817955343,81,0,117,0.6923076923076923
macro_equities,route_vs_dlinear,20,mape,0.42664764204397093,81,0,117,0.6923076923076923
macro_equities,route_vs_dlinear,21,mse,0.0001506004181755614,92,0,117,0.7863247863247863
macro_equities,route_vs_dlinear,21,mae,0.0046352803537309,88,0,117,0.7521367521367521
macro_equities,route_vs_dlinear,21,mape,0.45703908927231346,88,0,117,0.7521367521367521
macro_equities,route_vs_dlinear,22,mse,9.851915103747265e-05,89,0,117,0.7606837606837606
macro_equities,route_vs_dlinear,22,mae,0.003340230877922471,83,0,117,0.7094017094017094
macro_equities,route_vs_dlinear,22,mape,0.3300811909084592,83,0,117,0.7094017094017094
macro_equities,route_vs_dlinear,23,mse,0.0001659334476778173,108,0,117,0.9230769230769231
macro_equities,route_vs_dlinear,23,mae,0.0046343402645187175,92,0,117,0.7863247863247863
macro_equities,route_vs_dlinear,23,mape,0.46353244623782175,92,0,117,0.7863247863247863
macro_equities,route_vs_dlinear,24,mse,0.00011710241276434928,101,0,117,0.8632478632478633
macro_equities,route_vs_dlinear,24,mae,0.003718059626739589,88,0,117,0.7521367521367521
macro_equities,route_vs_dlinear,24,mape,0.3700374903978471,88,0,117,0.7521367521367521
macro_equities,semantic_vs_arm90,1,mse,1.8268561063492919e-06,72,0,117,0.6153846153846154
macro_equities,semantic_vs_arm90,1,mae,0.00015518595523734215,71,0,117,0.6068376068376068
macro_equities,semantic_vs_arm90,1,mape,0.015479610083756807,71,0,117,0.6068376068376068
macro_equities,semantic_vs_arm90,2,mse,-6.907646071921072e-07,69,0,117,0.5897435897435898
macro_equities,semantic_vs_arm90,2,mae,9.911476463192096e-06,69,0,117,0.5897435897435898
macro_equities,semantic_vs_arm90,2,mape,0.000930678864267918,69,0,117,0.5897435897435898
macro_equities,semantic_vs_arm90,3,mse,3.7251298404822166e-07,65,0,117,0.5555555555555556
macro_equities,semantic_vs_arm90,3,mae,3.316620382622601e-05,62,0,117,0.5299145299145299
macro_equities,semantic_vs_arm90,3,mape,0.003378718128681252,62,0,117,0.5299145299145299
macro_equities,semantic_vs_arm90,4,mse,2.8519761524770103e-06,65,0,117,0.5555555555555556
macro_equities,semantic_vs_arm90,4,mae,6.413597586482472e-05,64,0,117,0.5470085470085471
macro_equities,semantic_vs_arm90,4,mape,0.006555997483228744,64,0,117,0.5470085470085471
macro_equities,semantic_vs_arm90,5,mse,4.778837689966121e-06,74,0,117,0.6324786324786325
macro_equities,semantic_vs_arm90,5,mae,0.0001808383647907576,72,0,117,0.6153846153846154
macro_equities,semantic_vs_arm90,5,mape,0.018212984182321094,72,0,117,0.6153846153846154
macro_equities,semantic_vs_arm90,6,mse,8.842714812791762e-06,69,0,117,0.5897435897435898
macro_equities,semantic_vs_arm90,6,mae,0.0004400981235133957,69,0,117,0.5897435897435898
macro_equities,semantic_vs_arm90,6,mape,0.04416512265400804,69,0,117,0.5897435897435898
macro_equities,semantic_vs_arm90,7,mse,4.446539050471399e-06,68,0,117,0.5811965811965812
macro_equities,semantic_vs_arm90,7,mae,0.0003219146474221259,70,0,117,0.5982905982905983
macro_equities,semantic_vs_arm90,7,mape,0.0316427934540033,70,0,117,0.5982905982905983
macro_equities,semantic_vs_arm90,8,mse,6.678509605684266e-06,70,0,117,0.5982905982905983
macro_equities,semantic_vs_arm90,8,mae,0.00025321404415285073,71,0,117,0.6068376068376068
macro_equities,semantic_vs_arm90,8,mape,0.025141659900199287,71,0,117,0.6068376068376068
macro_equities,semantic_vs_arm90,9,mse,5.559110996882194e-06,64,0,117,0.5470085470085471
macro_equities,semantic_vs_arm90,9,mae,0.00022473103430675913,64,0,117,0.5470085470085471
macro_equities,semantic_vs_arm90,9,mape,0.022011971141140615,64,0,117,0.5470085470085471
macro_equities,semantic_vs_arm90,10,mse,1.1030014004232928e-05,67,0,117,0.5726495726495726
macro_equities,semantic_vs_arm90,10,mae,0.00044651057736739994,70,0,117,0.5982905982905983
macro_equities,semantic_vs_arm90,10,mape,0.04438055436844431,70,0,117,0.5982905982905983
macro_equities,semantic_vs_arm90,11,mse,1.2968399550223244e-05,77,0,117,0.6581196581196581
macro_equities,semantic_vs_arm90,11,mae,0.0006907975609105237,77,0,117,0.6581196581196581
macro_equities,semantic_vs_arm90,11,mape,0.06925054449238642,77,0,117,0.6581196581196581
macro_equities,semantic_vs_arm90,12,mse,6.945437276960413e-06,64,0,117,0.5470085470085471
macro_equities,semantic_vs_arm90,12,mae,0.00045493848445437673,66,0,117,0.5641025641025641
macro_equities,semantic_vs_arm90,12,mape,0.04511154465394775,66,0,117,0.5641025641025641
macro_equities,semantic_vs_arm90,13,mse,7.398280174879397e-06,73,0,117,0.6239316239316239
macro_equities,semantic_vs_arm90,13,mae,0.0005610474608109397,73,0,117,0.6239316239316239
macro_equities,semantic_vs_arm90,13,mape,0.05589104113900801,73,0,117,0.6239316239316239
macro_equities,semantic_vs_arm90,14,mse,5.419533238379701e-06,62,0,117,0.5299145299145299
macro_equities,semantic_vs_arm90,14,mae,0.00031955832760328885,60,0,117,0.5128205128205128
macro_equities,semantic_vs_arm90,14,mape,0.03127351783845125,60,0,117,0.5128205128205128
macro_equities,semantic_vs_arm90,15,mse,1.7119682350615796e-05,78,0,117,0.6666666666666666
macro_equities,semantic_vs_arm90,15,mae,0.0007911358252491953,78,0,117,0.6666666666666666
macro_equities,semantic_vs_arm90,15,mape,0.07898234983098304,78,0,117,0.6666666666666666
macro_equities,semantic_vs_arm90,16,mse,2.1851685239501014e-05,72,0,117,0.6153846153846154
macro_equities,semantic_vs_arm90,16,mae,0.0008645837533138201,72,0,117,0.6153846153846154
macro_equities,semantic_vs_arm90,16,mape,0.08641718504391493,72,0,117,0.6153846153846154
macro_equities,semantic_vs_arm90,17,mse,1.6749462768051894e-05,62,0,117,0.5299145299145299
macro_equities,semantic_vs_arm90,17,mae,0.0006309612272397585,63,0,117,0.5384615384615384
macro_equities,semantic_vs_arm90,17,mape,0.06274654203974442,63,0,117,0.5384615384615384
macro_equities,semantic_vs_arm90,18,mse,2.444287691238958e-05,66,0,117,0.5641025641025641
macro_equities,semantic_vs_arm90,18,mae,0.0007861854231584549,68,0,117,0.5811965811965812
macro_equities,semantic_vs_arm90,18,mape,0.07852708642930907,68,0,117,0.5811965811965812
macro_equities,semantic_vs_arm90,19,mse,2.5608437946724705e-05,72,0,117,0.6153846153846154
macro_equities,semantic_vs_arm90,19,mae,0.0007504511092613945,71,0,117,0.6068376068376068
macro_equities,semantic_vs_arm90,19,mape,0.07514049006135161,71,0,117,0.6068376068376068
macro_equities,semantic_vs_arm90,20,mse,2.9154576876159803e-05,80,0,117,0.6837606837606838
macro_equities,semantic_vs_arm90,20,mae,0.0010291748389470719,82,0,117,0.7008547008547008
macro_equities,semantic_vs_arm90,20,mape,0.10320486718694852,82,0,117,0.7008547008547008
macro_equities,semantic_vs_arm90,21,mse,3.175651039007765e-05,83,0,117,0.7094017094017094
macro_equities,semantic_vs_arm90,21,mae,0.001118612933603846,84,0,117,0.717948717948718
macro_equities,semantic_vs_arm90,21,mape,0.11222931310138529,84,0,117,0.717948717948718
macro_equities,semantic_vs_arm90,22,mse,3.1471873033307225e-05,84,0,117,0.717948717948718
macro_equities,semantic_vs_arm90,22,mae,0.0010118627358891143,84,0,117,0.717948717948718
macro_equities,semantic_vs_arm90,22,mape,0.10153130793270715,84,0,117,0.717948717948718
macro_equities,semantic_vs_arm90,23,mse,2.609858216958586e-05,75,0,117,0.6410256410256411
macro_equities,semantic_vs_arm90,23,mae,0.0008006704963156776,82,0,117,0.7008547008547008
macro_equities,semantic_vs_arm90,23,mape,0.08040965774449606,82,0,117,0.7008547008547008
macro_equities,semantic_vs_arm90,24,mse,3.125956949069337e-05,79,0,117,0.6752136752136753
macro_equities,semantic_vs_arm90,24,mae,0.0009618528623678164,82,0,117,0.7008547008547008
macro_equities,semantic_vs_arm90,24,mape,0.09652460697208422,82,0,117,0.7008547008547008
