dataset,asset,candidate,reference,metric,n,delta,ci_low,ci_high,p_two_sided,block_days,resamples,interpretation
news,ETH,Time-MoE,PatchTST,mae,10,-0.0026105190750904837,-0.005762896014537194,-3.8257485663881286e-05,0.0992,7,4999,positive favors Time-MoE; descriptive comparison
news,ETH,Time-MoE,PatchTST,mape,10,-0.25463529607215174,-0.5587660053639403,-0.0070902081297301335,0.0992,7,4999,positive favors Time-MoE; descriptive comparison
news,SOL,Time-MoE,PatchTST,mse,1,-5.213789239333675e-05,-5.213789239333675e-05,-5.213789239333675e-05,0.0002,7,4999,positive favors Time-MoE; descriptive comparison
news,SOL,Time-MoE,PatchTST,mae,1,-0.002222937356566951,-0.002222937356566951,-0.002222937356566951,0.0002,7,4999,positive favors Time-MoE; descriptive comparison
news,SOL,Time-MoE,PatchTST,mape,1,-0.22797904030566962,-0.22797904030566962,-0.22797904030566962,0.0002,7,4999,positive favors Time-MoE; descriptive comparison
news,Pooled,Time-MoE,PatchTST,mse,61,-3.935408381246e-05,-0.00016066287537845074,5.166324554768947e-05,0.4834,7,4999,positive favors Time-MoE; descriptive comparison
news,Pooled,Time-MoE,PatchTST,mae,61,-5.7433290246952785e-05,-0.0019102362164451585,0.0018640080900298487,0.9528,7,4999,positive favors Time-MoE; descriptive comparison
news,Pooled,Time-MoE,PatchTST,mape,61,-0.007146364090342948,-0.1921061666734071,0.1834276167789539,0.941,7,4999,positive favors Time-MoE; descriptive comparison
news,BTC,Time-MoE,iTransformer,mse,50,-1.1672031289495886e-05,-7.053551545607075e-05,3.933415656497148e-05,0.6954,7,4999,positive favors Time-MoE; descriptive comparison
news,BTC,Time-MoE,iTransformer,mae,50,-0.00019696532042003546,-0.0019955848600332667,0.0014641685859736095,0.8334,7,4999,positive favors Time-MoE; descriptive comparison
news,BTC,Time-MoE,iTransformer,mape,50,-0.021879379955744387,-0.20478760281231134,0.14473474123309316,0.8174,7,4999,positive favors Time-MoE; descriptive comparison
news,ETH,Time-MoE,iTransformer,mse,10,-0.00024752365499161296,-0.0007929031794619671,0.00024285061281393818,0.3826,7,4999,positive favors Time-MoE; descriptive comparison
news,ETH,Time-MoE,iTransformer,mae,10,-0.001727771190927458,-0.005998415885396401,0.0021589243500020495,0.4998,7,4999,positive favors Time-MoE; descriptive comparison
news,ETH,Time-MoE,iTransformer,mape,10,-0.166649072712254,-0.5741520967824278,0.2038208240885302,0.476,7,4999,positive favors Time-MoE; descriptive comparison
news,SOL,Time-MoE,iTransformer,mse,1,0.0004353421588792506,0.0004353421588792506,0.0004353421588792506,0.0002,7,4999,positive favors Time-MoE; descriptive comparison
news,SOL,Time-MoE,iTransformer,mae,1,0.011058933765312287,0.011058933765312287,0.011058933765312287,0.0002,7,4999,positive favors Time-MoE; descriptive comparison
news,SOL,Time-MoE,iTransformer,mape,1,1.1227110876054545,1.1227110876054545,1.1227110876054545,0.0002,7,4999,positive favors Time-MoE; descriptive comparison
news,Pooled,Time-MoE,iTransformer,mse,61,-4.300813041822416e-05,-0.00022082666574137292,8.576109204802055e-05,0.5856,7,4999,positive favors Time-MoE; descriptive comparison
news,Pooled,Time-MoE,iTransformer,mae,61,-0.00026339416663875517,-0.002396306711199622,0.001550554613346041,0.799,7,4999,positive favors Time-MoE; descriptive comparison
news,Pooled,Time-MoE,iTransformer,mape,61,-0.026848338316464007,-0.24313042804924268,0.15319815456801536,0.7928,7,4999,positive favors Time-MoE; descriptive comparison
news,BTC,Time-MoE,TimesNet,mse,50,1.4850230871137105e-05,-8.500783056408464e-05,0.00014108065396646472,0.8092,7,4999,positive favors Time-MoE; descriptive comparison
news,BTC,Time-MoE,TimesNet,mae,50,-5.483585484892677e-05,-0.0024133488217282385,0.002477942140816545,0.968,7,4999,positive favors Time-MoE; descriptive comparison
news,BTC,Time-MoE,TimesNet,mape,50,-0.006780337080797958,-0.24538968592201008,0.2501244725514569,0.9604,7,4999,positive favors Time-MoE; descriptive comparison
news,ETH,Time-MoE,TimesNet,mse,10,-0.0001285303854365281,-0.0006330536982064825,0.0003474306194586424,0.6188,7,4999,positive favors Time-MoE; descriptive comparison
news,ETH,Time-MoE,TimesNet,mae,10,-0.0008820312233482619,-0.006481690012010881,0.004521620626792521,0.7428,7,4999,positive favors Time-MoE; descriptive comparison
news,ETH,Time-MoE,TimesNet,mape,10,-0.08761898256826398,-0.636744346571782,0.44203549642008416,0.728,7,4999,positive favors Time-MoE; descriptive comparison
news,SOL,Time-MoE,TimesNet,mse,1,0.0008510362528627625,0.0008510362528627625,0.0008510362528627625,0.0002,7,4999,positive favors Time-MoE; descriptive comparison
news,SOL,Time-MoE,TimesNet,mae,1,0.01591242562970041,0.01591242562970041,0.01591242562970041,0.0002,7,4999,positive favors Time-MoE; descriptive comparison
news,SOL,Time-MoE,TimesNet,mape,1,1.6178341575943123,1.6178341575943123,1.6178341575943123,0.0002,7,4999,positive favors Time-MoE; descriptive comparison
news,Pooled,Time-MoE,TimesNet,mse,61,5.053179377939946e-06,-9.898145622323101e-05,0.00013698763922362218,0.9416,7,4999,positive favors Time-MoE; descriptive comparison
news,Pooled,Time-MoE,TimesNet,mae,61,7.131673202904016e-05,-0.002370620710620544,0.002552954035561584,0.957,7,4999,positive favors Time-MoE; descriptive comparison
news,Pooled,Time-MoE,TimesNet,mape,61,0.006600450456914339,-0.24128812067283947,0.2575289635178505,0.9602,7,4999,positive favors Time-MoE; descriptive comparison
news,BTC,Time-MoE,Time-LLM,mse,50,-4.782546121888222e-05,-8.003741064397513e-05,-3.541584738892802e-05,0.0002,7,4999,positive favors Time-MoE; descriptive comparison
news,BTC,Time-MoE,Time-LLM,mae,50,-0.001601449257805051,-0.002608250865398167,-0.0012951826935546943,0.0004,7,4999,positive favors Time-MoE; descriptive comparison
news,BTC,Time-MoE,Time-LLM,mape,50,-0.16188525577449045,-0.26225980696043805,-0.1315140499304915,0.0002,7,4999,positive favors Time-MoE; descriptive comparison
news,ETH,Time-MoE,Time-LLM,mse,10,-0.00047757374738544223,-0.0007598106313633352,-0.0002840859939940333,0.0002,7,4999,positive favors Time-MoE; descriptive comparison
news,ETH,Time-MoE,Time-LLM,mae,10,-0.005237236064726717,-0.008051357677193552,-0.0035627037001175585,0.0002,7,4999,positive favors Time-MoE; descriptive comparison
news,ETH,Time-MoE,Time-LLM,mape,10,-0.5122766909317091,-0.7861023113030181,-0.35211906341329097,0.0002,7,4999,positive favors Time-MoE; descriptive comparison
news,SOL,Time-MoE,Time-LLM,mse,1,0.0004689266332356326,0.0004689266332356326,0.0004689266332356326,0.0002,7,4999,positive favors Time-MoE; descriptive comparison
news,SOL,Time-MoE,Time-LLM,mae,1,0.012095557879030957,0.012095557879030957,0.012095557879030957,0.0002,7,4999,positive favors Time-MoE; descriptive comparison
news,SOL,Time-MoE,Time-LLM,mape,1,1.2277540062645167,1.2277540062645167,1.2277540062645167,0.0002,7,4999,positive favors Time-MoE; descriptive comparison
news,Pooled,Time-MoE,Time-LLM,mse,61,-0.00010980465412398197,-0.00024826325642912287,-6.530342963762804e-05,0.0772,7,4999,positive favors Time-MoE; descriptive comparison
news,Pooled,Time-MoE,Time-LLM,mae,61,-0.001972938781286701,-0.003862548477580286,-0.0016697123943028047,0.018,7,4999,positive favors Time-MoE; descriptive comparison
news,Pooled,Time-MoE,Time-LLM,mape,61,-0.19654550314388683,-0.383540892940421,-0.16716594163008416,0.0178,7,4999,positive favors Time-MoE; descriptive comparison
news,BTC,Time-MoE,CAMEF,mse,50,3.337490099726711e-05,-1.3080252521952444e-05,9.421758738492841e-05,0.2328,7,4999,positive favors Time-MoE; descriptive comparison
news,BTC,Time-MoE,CAMEF,mae,50,0.0009229986193480096,-0.0006760756535394526,0.0029698640379959115,0.3338,7,4999,positive favors Time-MoE; descriptive comparison
news,BTC,Time-MoE,CAMEF,mape,50,0.09058363697227477,-0.0712535930361866,0.296316193963101,0.3488,7,4999,positive favors Time-MoE; descriptive comparison
news,ETH,Time-MoE,CAMEF,mse,10,-0.0005296153791414073,-0.0009967096233237597,-0.00018047579243579437,0.0002,7,4999,positive favors Time-MoE; descriptive comparison
news,ETH,Time-MoE,CAMEF,mae,10,-0.004495385297744419,-0.00930748481222373,-0.0004047967172662592,0.0454,7,4999,positive favors Time-MoE; descriptive comparison
news,ETH,Time-MoE,CAMEF,mape,10,-0.4315831935375759,-0.9000180346224985,-0.03135188051385233,0.0454,7,4999,positive favors Time-MoE; descriptive comparison
news,SOL,Time-MoE,CAMEF,mse,1,5.1482455219751725e-05,5.1482455219751725e-05,5.1482455219751725e-05,0.0002,7,4999,positive favors Time-MoE; descriptive comparison
news,SOL,Time-MoE,CAMEF,mae,1,0.0017948624394002015,0.0017948624394002015,0.0017948624394002015,0.0002,7,4999,positive favors Time-MoE; descriptive comparison
news,SOL,Time-MoE,CAMEF,mape,1,0.17973682265436564,0.17973682265436564,0.17973682265436564,0.0002,7,4999,positive favors Time-MoE; descriptive comparison
news,Pooled,Time-MoE,CAMEF,mse,61,-5.862174239886829e-05,-0.0002212304143010316,4.036170171359277e-05,0.4004,7,4999,positive favors Time-MoE; descriptive comparison
news,Pooled,Time-MoE,CAMEF,mae,61,4.903181031731949e-05,-0.0021756912781150752,0.0018971691356832517,0.9644,7,4999,positive favors Time-MoE; descriptive comparison
news,Pooled,Time-MoE,CAMEF,mape,61,0.006444044850694157,-0.21565564990567046,0.19051308729076152,0.9536,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,BTC,Time-MoE,Persistence,mse,41,-0.00021734373924307856,-0.0008249689459934047,2.2292314712789713e-05,0.3538,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,BTC,Time-MoE,Persistence,mae,41,-0.0035675607803391262,-0.011464280381989786,-0.00045219042266790577,0.312,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,BTC,Time-MoE,Persistence,mape,41,-0.36679763849266667,-1.1806155595698318,-0.0444941492281669,0.3102,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,ETH,Time-MoE,Persistence,mse,41,-0.0008520156667160646,-0.0023165853384015055,-0.0005619845361468979,0.2318,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,ETH,Time-MoE,Persistence,mae,41,-0.010454732954986695,-0.025052616640161247,-0.00939364306724224,0.1538,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,ETH,Time-MoE,Persistence,mape,41,-1.0585403105839264,-2.5518607713733394,-0.9386219428298324,0.1594,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,SOL,Time-MoE,Persistence,mse,41,-0.00045563065917024557,-0.0017632518883362413,8.753779983751595e-05,0.3872,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,SOL,Time-MoE,Persistence,mae,41,-0.004991547242412723,-0.01664484258836661,-0.0005675960761996342,0.3348,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,SOL,Time-MoE,Persistence,mape,41,-0.5161080266112216,-1.7197223856666735,-0.06455631844739887,0.3298,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,DOGE,Time-MoE,Persistence,mse,41,-0.0004907171794578232,-0.0013355133925890474,-0.00022630328317913657,0.2454,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,DOGE,Time-MoE,Persistence,mae,41,-0.00586426227800245,-0.015756351352693182,-0.0026832710091884327,0.24,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,DOGE,Time-MoE,Persistence,mape,41,-0.5960329808943957,-1.602677236598902,-0.2722311332651013,0.2396,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,Pooled,Time-MoE,Persistence,mse,164,-0.0005039268111468029,-0.0060243176831840895,-0.0010461673815690318,0.9782,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,Pooled,Time-MoE,Persistence,mae,164,-0.006219525813935248,-0.0661727120478948,-0.016242710080666415,0.9932,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,Pooled,Time-MoE,Persistence,mape,164,-0.6343697391455523,-6.771111404082371,-1.6396371663548364,0.9924,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,BTC,Time-MoE,DLinear,mse,41,-0.0001778526242326241,-0.0008425592599943137,0.00014208229119346775,0.5242,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,BTC,Time-MoE,DLinear,mae,41,-0.002566049859775761,-0.01110140182173405,0.001591866492078857,0.4846,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,BTC,Time-MoE,DLinear,mape,41,-0.2676803926008175,-1.1506167349220437,0.16182004970667438,0.4784,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,ETH,Time-MoE,DLinear,mse,41,-0.0008421347080429197,-0.00240272727843941,-0.00044329150849776555,0.2418,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,ETH,Time-MoE,DLinear,mae,41,-0.010429413216870003,-0.02637754328644429,-0.007688617620330589,0.1834,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,ETH,Time-MoE,DLinear,mape,41,-1.0570324186412339,-2.700737976652227,-0.7773132966473093,0.189,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,SOL,Time-MoE,DLinear,mse,41,-0.00043954184620253583,-0.0017744181543153021,0.00013372678617400838,0.4188,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,SOL,Time-MoE,DLinear,mae,41,-0.004880599011250627,-0.01601999453149545,-0.0008077096289549089,0.3158,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,SOL,Time-MoE,DLinear,mape,41,-0.5075540819858898,-1.6598376383905664,-0.08824668288154817,0.3146,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,DOGE,Time-MoE,DLinear,mse,41,-0.00046803033699017896,-0.0014523121197580202,-7.901117196470378e-05,0.3054,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,DOGE,Time-MoE,DLinear,mae,41,-0.0052420441212692875,-0.014942701242099971,-0.0018368951021096635,0.261,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,DOGE,Time-MoE,DLinear,mape,41,-0.5359940509283361,-1.5272477537234566,-0.1868238967273883,0.2636,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,Pooled,Time-MoE,DLinear,mse,164,-0.00048188987886706457,-0.006341681346054908,-0.0005514515416855809,0.9216,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,Pooled,Time-MoE,DLinear,mae,164,-0.0057795265522914184,-0.06747425847137586,-0.012315257385564155,0.9784,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,Pooled,Time-MoE,DLinear,mape,164,-0.5920652360390692,-6.929913252292948,-1.2246499072967028,0.9776,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,BTC,Time-MoE,GPT4TS,mse,41,-0.00015130286779690115,-0.0006963614546956864,0.00011394977067613043,0.4948,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,BTC,Time-MoE,GPT4TS,mae,41,-0.0022347637308322327,-0.00927650559311494,0.0016186281322286681,0.4702,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,BTC,Time-MoE,GPT4TS,mape,41,-0.23063174786340404,-0.9561027500501579,0.16476268498321084,0.4658,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,ETH,Time-MoE,GPT4TS,mse,41,-0.0007989375564690576,-0.0021760317302797964,-0.00047576005692302287,0.2336,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,ETH,Time-MoE,GPT4TS,mae,41,-0.009912055318917685,-0.024993005805672746,-0.007009480363474442,0.1968,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,ETH,Time-MoE,GPT4TS,mape,41,-0.9971864903839791,-2.521721883745696,-0.6977912703370815,0.1992,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,SOL,Time-MoE,GPT4TS,mse,41,-0.0003866368679764689,-0.0014242389107089574,0.00011380447340982726,0.3802,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,SOL,Time-MoE,GPT4TS,mae,41,-0.004816498395388689,-0.014210499507876544,-0.0012186642449635685,0.265,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,SOL,Time-MoE,GPT4TS,mape,41,-0.489679099211385,-1.437158878187877,-0.12451815578277421,0.2668,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,DOGE,Time-MoE,GPT4TS,mse,41,-0.0004586149826437156,-0.0014267749405430625,-7.352176607455734e-05,0.2894,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,DOGE,Time-MoE,GPT4TS,mae,41,-0.005450864572350573,-0.015694041234942585,-0.0019684304077273763,0.2572,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,DOGE,Time-MoE,GPT4TS,mape,41,-0.5515787098958999,-1.5860883112949593,-0.19549071776573662,0.2592,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,Pooled,Time-MoE,GPT4TS,mse,164,-0.00044887306872153586,-0.00547644090288908,-0.0005927746685438128,0.9416,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,Pooled,Time-MoE,GPT4TS,mae,164,-0.005603545504372297,-0.06076833339264761,-0.012471754848957059,0.9834,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,Pooled,Time-MoE,GPT4TS,mape,164,-0.567269011838667,-6.182518877781827,-1.2070473942541435,0.9804,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,BTC,Time-MoE,PatchTST,mse,41,-0.0001121840705057754,-0.0006458356982884192,0.0002128117620496411,0.636,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,BTC,Time-MoE,PatchTST,mae,41,-0.001964173968729934,-0.008082828255226979,0.0014243281231476712,0.4616,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,BTC,Time-MoE,PatchTST,mape,41,-0.20571523087128774,-0.8373858309446381,0.1301955342465719,0.447,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,ETH,Time-MoE,PatchTST,mse,41,-0.0005115449993939725,-0.0016447625544096375,-0.00010843213283955569,0.3068,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,ETH,Time-MoE,PatchTST,mae,41,-0.005740801796195952,-0.017113993312112795,-0.002158900584356906,0.2742,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,ETH,Time-MoE,PatchTST,mape,41,-0.5914418593099826,-1.7611571970429967,-0.24172256602271305,0.272,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,SOL,Time-MoE,PatchTST,mse,41,4.5459681322611454e-05,-0.0008285740945745761,0.0010080276056704577,0.9196,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,SOL,Time-MoE,PatchTST,mae,41,-0.0009683004118562721,-0.007130066587183722,0.0042450622249490194,0.749,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,SOL,Time-MoE,PatchTST,mape,41,-0.10198260404247243,-0.7348700436050332,0.42401575675799386,0.7432,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,DOGE,Time-MoE,PatchTST,mse,41,4.3691643342200394e-05,-0.000687356802357313,0.0008894580043290467,0.9234,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,DOGE,Time-MoE,PatchTST,mae,41,-0.0008178083756105689,-0.007893284892615602,0.00571354957154164,0.8224,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,DOGE,Time-MoE,PatchTST,mape,41,-0.0893072224634216,-0.7992407845235889,0.5526955981001054,0.8086,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,Pooled,Time-MoE,PatchTST,mse,164,-0.00013364443630873394,-0.003496547970596534,0.0016493685732847532,0.9274,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,Pooled,Time-MoE,PatchTST,mae,164,-0.0023727711380981823,-0.037338904272287324,0.006793519281424006,0.9014,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,Pooled,Time-MoE,PatchTST,mape,164,-0.24711172917179117,-3.839977661790938,0.6407122635071076,0.9022,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,BTC,Time-MoE,iTransformer,mse,41,-3.8684752797084574e-05,-0.0007476088741932446,0.0005176928290430759,0.9156,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,BTC,Time-MoE,iTransformer,mae,41,-0.0008428443859263171,-0.009037841932895857,0.0053843913361048094,0.8294,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,BTC,Time-MoE,iTransformer,mape,41,-0.09613276503581804,-0.9517425278257663,0.5488230018734868,0.8138,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,ETH,Time-MoE,iTransformer,mse,41,-0.0005558562491059833,-0.002121520308411537,0.00022682622026126342,0.4086,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,ETH,Time-MoE,iTransformer,mae,41,-0.006709919106669541,-0.020639693636733753,-0.0014760369960314166,0.2916,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,ETH,Time-MoE,iTransformer,mape,41,-0.6794829255969558,-2.1233864528184276,-0.11732329452517007,0.3006,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,SOL,Time-MoE,iTransformer,mse,41,0.0002334351258176192,-0.0004269265708048409,0.0012544799570258442,0.6136,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,SOL,Time-MoE,iTransformer,mae,41,0.0017301863044258058,-0.0031363844680480477,0.00947530901966951,0.6292,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,SOL,Time-MoE,iTransformer,mape,41,0.17280188321267728,-0.3290740677789095,0.9767806257032741,0.638,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,DOGE,Time-MoE,iTransformer,mse,41,1.3658234791505078e-05,-0.0007686747515252292,0.0009214198200538064,0.978,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,DOGE,Time-MoE,iTransformer,mae,41,-0.0009045096916881041,-0.007931198733739365,0.0053644033196644896,0.803,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,DOGE,Time-MoE,iTransformer,mape,41,-0.08604165715569351,-0.7945739300449216,0.5632070412370783,0.818,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,Pooled,Time-MoE,iTransformer,mse,164,-8.686191032348595e-05,-0.0037905837236751694,0.002713084610080002,0.9626,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,Pooled,Time-MoE,iTransformer,mae,164,-0.0016817717199645382,-0.03795936250915894,0.016470477219002376,0.9192,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,Pooled,Time-MoE,iTransformer,mape,164,-0.1722138661439475,-3.9307958637265026,1.7362432005280188,0.9232,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,BTC,Time-MoE,TimesNet,mse,41,0.0002491846722760292,9.205930909069394e-05,0.0007632550924959403,0.2736,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,BTC,Time-MoE,TimesNet,mae,41,0.0031462740001639697,0.0011122266594798121,0.00976876532420134,0.2692,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,BTC,Time-MoE,TimesNet,mape,41,0.3144654573558904,0.10899665801292661,0.9743462854691062,0.2732,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,ETH,Time-MoE,TimesNet,mse,41,-0.0001530166110988572,-0.000632421917954421,0.00016912116673651007,0.5036,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,ETH,Time-MoE,TimesNet,mae,41,-0.0029832084731357855,-0.011257560030581095,0.0008791349876003377,0.3982,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,ETH,Time-MoE,TimesNet,mape,41,-0.29405942707235266,-1.1136052661364335,0.09123811514541143,0.3956,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,SOL,Time-MoE,TimesNet,mse,41,0.00034798231464599366,-0.0004718895075269646,0.0016114738450747333,0.5506,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,SOL,Time-MoE,TimesNet,mae,41,0.00274161570440463,-0.003184792232245971,0.012897937501279213,0.5262,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,SOL,Time-MoE,TimesNet,mape,41,0.2770995744884915,-0.3274947935999028,1.3147754468784791,0.5314,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,DOGE,Time-MoE,TimesNet,mse,41,0.0001941027019634888,-0.0004665770304381437,0.001198364752583904,0.6538,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,DOGE,Time-MoE,TimesNet,mae,41,0.0006493210065655593,-0.005637591609205956,0.0081357903396472,0.8628,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,DOGE,Time-MoE,TimesNet,mape,41,0.06901679531671026,-0.5694995246694606,0.8287491150577809,0.856,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,Pooled,Time-MoE,TimesNet,mse,164,0.00015956326944666362,-0.0009908923991986457,0.0031947147935411295,0.9014,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,Pooled,Time-MoE,TimesNet,mae,164,0.0008885005594995927,-0.009179295241259615,0.0226711406873969,0.9202,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,Pooled,Time-MoE,TimesNet,mape,164,0.09163060002218493,-0.9334163224079994,2.3513019868235503,0.9216,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,BTC,Time-MoE,Time-LLM,mse,41,-0.0001779190497206248,-0.0007000379016788774,2.8024269925290766e-05,0.3788,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,BTC,Time-MoE,Time-LLM,mae,41,-0.002846784768550376,-0.0103134149303421,0.00037404349885690084,0.377,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,BTC,Time-MoE,Time-LLM,mape,41,-0.28931668497621593,-1.0516829331177964,0.03915295312975925,0.378,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,ETH,Time-MoE,Time-LLM,mse,41,-0.000674377277623002,-0.0017889415644412046,-0.00041832444353375576,0.2156,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,ETH,Time-MoE,Time-LLM,mae,41,-0.007154373376350093,-0.01838093140664009,-0.00480326430346721,0.1988,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,ETH,Time-MoE,Time-LLM,mape,41,-0.7289070898303154,-1.8852527373886956,-0.492416530672627,0.2018,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,SOL,Time-MoE,Time-LLM,mse,41,-0.00035836647789186637,-0.001262702267494871,-7.740940417543778e-06,0.3388,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,SOL,Time-MoE,Time-LLM,mae,41,-0.003850938161698784,-0.012998228458066786,-0.00016483246611478792,0.336,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,SOL,Time-MoE,Time-LLM,mape,41,-0.40070480238593026,-1.337692211827346,-0.022451810306290804,0.3344,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,DOGE,Time-MoE,Time-LLM,mse,41,-0.00037240573712328404,-0.0011355860096425542,-6.014952263866786e-05,0.2964,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,DOGE,Time-MoE,Time-LLM,mae,41,-0.003925341295032966,-0.012178917744984995,-0.00040460059371514174,0.3056,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,DOGE,Time-MoE,Time-LLM,mape,41,-0.40043295382945765,-1.2336530050352004,-0.05005257190773029,0.3014,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,Pooled,Time-MoE,Time-LLM,mse,164,-0.00039576713558969425,-0.0047875826994284105,-0.0007519211912042083,0.97,7,4999,positive favors Time-MoE; descriptive comparison
macro_crypto,Pooled,Time-MoE,Time-LLM,mae,164,-0.004444359400408055,-0.05209301196707366,-0.008431160980119154,0.9682,7,4999,positive favors Time-MoE; descriptive comparison
