dataset,method,seed,asset,subset,n,horizon,mse,mae,mape
celebrity,Time-MoE,0,BTC,event,163,2,4.917429254351139e-05,0.005328797489587514,0.5322079485387659
celebrity,Time-MoE,0,BTC,event,163,3,7.256873515634941e-05,0.006404501163155023,0.6388749073055953
celebrity,Time-MoE,0,BTC,event,163,4,9.44820538793458e-05,0.00731256549343741,0.7286744849146389
celebrity,Time-MoE,0,BTC,event,163,5,0.00012353693257693976,0.00833467398684449,0.8305173436092156
celebrity,Time-MoE,0,BTC,event,163,6,0.00014103156645538538,0.008974661856341215,0.895007598116346
celebrity,Time-MoE,0,BTC,event,163,7,0.0001893932451505548,0.010451651423986704,1.0405209699101363
celebrity,Time-MoE,0,BTC,event,163,8,0.00021209766949293387,0.011103563513492514,1.1046169058295021
celebrity,Time-MoE,0,BTC,event,163,9,0.00023948924825182506,0.011728122190463762,1.165933091844473
celebrity,Time-MoE,0,BTC,event,163,10,0.00026743493031628645,0.012298390177861314,1.2231538838645135
celebrity,Time-MoE,0,BTC,event,163,11,0.00026106941423932037,0.012148513750064592,1.2087432781089162
celebrity,Time-MoE,0,BTC,event,163,12,0.0003023415074951827,0.013108240314787882,1.303356758549031
celebrity,Time-MoE,0,BTC,event,163,13,0.00032351899345005753,0.013635695346294005,1.355021092970782
celebrity,Time-MoE,0,BTC,event,163,14,0.00033996301187186106,0.014014059780565507,1.3925403983438398
celebrity,Time-MoE,0,BTC,event,163,15,0.00037663173926979755,0.01480637152502142,1.4704405100292763
celebrity,Time-MoE,0,BTC,event,163,16,0.000423019207874794,0.015438783022523658,1.5312010410693713
celebrity,Time-MoE,0,BTC,event,163,17,0.0004310020336416893,0.015652226889791666,1.5539491583983418
celebrity,Time-MoE,0,BTC,event,163,18,0.0004487616945826586,0.016314974591775906,1.6200831037867525
celebrity,Time-MoE,0,BTC,event,163,19,0.00047174197704575476,0.01674958240766467,1.664292790528281
celebrity,Time-MoE,0,BTC,event,163,20,0.0004953672351609386,0.01697388748449782,1.6849240602712332
celebrity,Time-MoE,0,BTC,event,163,21,0.0005233876525818992,0.017592886839907593,1.744471708031483
celebrity,Time-MoE,0,BTC,event,163,22,0.0005302712582106894,0.017572577379963882,1.7431360874868949
celebrity,Time-MoE,0,BTC,event,163,23,0.0005429744690652632,0.017899764096078696,1.7752428415829415
celebrity,Time-MoE,0,BTC,event,163,24,0.0005651299102648089,0.018253975119327474,1.8091518018953834
celebrity,Time-MoE,0,DOGE,all,719,1,0.00011902812319656986,0.007921558096279521,0.791933913373433
celebrity,Time-MoE,0,DOGE,all,719,2,0.0002596274085973683,0.011945272851554011,1.1931201017063737
celebrity,Time-MoE,0,DOGE,all,719,3,0.00040539874501386696,0.015133821417128095,1.509979819776151
celebrity,Time-MoE,0,DOGE,all,719,4,0.0005719988756831721,0.018066678906017618,1.799783476500008
celebrity,Time-MoE,0,DOGE,all,719,5,0.0007546162304882533,0.020600767560064875,2.049549622550682
celebrity,Time-MoE,0,DOGE,all,719,6,0.0009383072675001815,0.022959199087676154,2.282369810677662
celebrity,Time-MoE,0,DOGE,all,719,7,0.0011469959967401208,0.02539968258482359,2.5226197519964457
celebrity,Time-MoE,0,DOGE,all,719,8,0.0013623853351406449,0.027801845600939925,2.7593418776039815
celebrity,Time-MoE,0,DOGE,all,719,9,0.0015776770595156123,0.029997826866049095,2.9746206326088984
celebrity,Time-MoE,0,DOGE,all,719,10,0.0017924936098794694,0.032146842489653736,3.1864835758849983
celebrity,Time-MoE,0,DOGE,all,719,11,0.002013041898194368,0.03405589976131667,3.3732128200066174
celebrity,Time-MoE,0,DOGE,all,719,12,0.00224134881783886,0.03575775338147711,3.538699573038094
celebrity,Time-MoE,0,DOGE,all,719,13,0.002477266755896966,0.03744713222201245,3.7037727365241193
celebrity,Time-MoE,0,DOGE,all,719,14,0.0027005989249097883,0.03899001063823037,3.8545350006595522
celebrity,Time-MoE,0,DOGE,all,719,15,0.0029216948205618935,0.04045522619189076,3.9967342913039174
celebrity,Time-MoE,0,DOGE,all,719,16,0.0031367578983374426,0.041916301668270574,4.139335847874332
celebrity,Time-MoE,0,DOGE,all,719,17,0.003332507484703464,0.0430776440384325,4.251026428123215
